127.0.0.1 - - [04/Aug/2015:08:50:12 +0800] "GET / HTTP/1.1" 404 951
127.0.0.1 - - [04/Aug/2015:10:01:13 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:13 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:01:13 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:14 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/loanOrderHis/loanOrderHisAction!findAllLoanOrderHis.action HTTP/1.1" 200 393
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 162
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:15 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/index.jsp HTTP/1.1" 200 14092
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/xheditor/jquery-1.8.0.min.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/themes/metro/easyui.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/themes/icon.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/css/common.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/xheditor/xheditor-1.1.14-zh-cn.min.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/jquery.easyui.min.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/jCallout/jCallout.css HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/easyui-lang-zh_CN.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/jqueryUtil.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/json2.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/ajaxfileupload.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/FusionCharts/FusionCharts.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/FusionCharts/FusionCharts.jqueryplugin.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/FusionCharts/FusionChartsExportComponent.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/common.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/validate.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/js/jCallout/jCallout.js HTTP/1.1" 304 -
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "POST /bpms/layout/north.jsp HTTP/1.1" 200 2546
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "POST /bpms/layout/south.jsp HTTP/1.1" 200 128
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "POST /bpms/layout/center.jsp HTTP/1.1" 200 6330
127.0.0.1 - - [04/Aug/2015:10:01:38 +0800] "GET /bpms/systemAction!findAllFunctionList.action HTTP/1.1" 200 545
127.0.0.1 - - [04/Aug/2015:10:01:39 +0800] "GET /bpms/message HTTP/1.1" 101 -
127.0.0.1 - - [04/Aug/2015:10:01:39 +0800] "GET /bpms/jsp/loanOrder/taskClaimMain.jsp HTTP/1.1" 200 16602
127.0.0.1 - - [04/Aug/2015:10:01:40 +0800] "POST /bpms/loanOrder/loanOrderAction!findAllClaimTask.action HTTP/1.1" 200 1940
127.0.0.1 - - [04/Aug/2015:10:01:42 +0800] "POST /bpms/loanOrder/loanOrderAction!findTaskFormKeyByTaskId.action HTTP/1.1" 200 26
127.0.0.1 - - [04/Aug/2015:10:01:42 +0800] "POST /bpms/jsp/loanOrder/taskInitialAuditForm.jsp HTTP/1.1" 200 105700
127.0.0.1 - - [04/Aug/2015:10:01:42 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 244
127.0.0.1 - - [04/Aug/2015:10:01:42 +0800] "POST /bpms/contacts/contactsAction!findContactsByOid.action HTTP/1.1" 200 794
127.0.0.1 - - [04/Aug/2015:10:01:42 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/loanOrderHis/loanOrderHisAction!findAllLoanOrderHis.action HTTP/1.1" 200 388
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 113
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 140
127.0.0.1 - - [04/Aug/2015:10:01:44 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:01:51 +0800] "POST /bpms/company/companyAction!findCompanyByLoanerId.action HTTP/1.1" 200 507
127.0.0.1 - - [04/Aug/2015:10:01:51 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 268
127.0.0.1 - - [04/Aug/2015:10:01:51 +0800] "POST /bpms/auditInfoRecord/auditInfoRecordAction!findAIRByOid.action HTTP/1.1" 200 18362
127.0.0.1 - - [04/Aug/2015:10:01:57 +0800] "POST /bpms/creditAuditReport/creditAuditReportAction!findCreditAuditReportByLoanOrderId.action HTTP/1.1" 200 141
127.0.0.1 - - [04/Aug/2015:10:02:05 +0800] "GET /bpms/ HTTP/1.1" 200 4908
127.0.0.1 - - [04/Aug/2015:10:02:05 +0800] "GET /bpms/Kaptcha.jpg HTTP/1.1" 200 1411
127.0.0.1 - - [04/Aug/2015:10:02:19 +0800] "GET /bpms/login.jsp HTTP/1.1" 200 4908
127.0.0.1 - - [04/Aug/2015:10:02:19 +0800] "GET /bpms/Kaptcha.jpg HTTP/1.1" 200 1455
127.0.0.1 - - [04/Aug/2015:10:02:26 +0800] "POST /bpms/systemAction!load.action HTTP/1.1" 200 38
127.0.0.1 - - [04/Aug/2015:10:02:27 +0800] "GET /bpms/index.jsp HTTP/1.1" 200 14092
127.0.0.1 - - [04/Aug/2015:10:02:27 +0800] "POST /bpms/layout/north.jsp HTTP/1.1" 200 2546
127.0.0.1 - - [04/Aug/2015:10:02:27 +0800] "POST /bpms/layout/south.jsp HTTP/1.1" 200 128
127.0.0.1 - - [04/Aug/2015:10:02:27 +0800] "POST /bpms/layout/center.jsp HTTP/1.1" 200 6330
127.0.0.1 - - [04/Aug/2015:10:02:27 +0800] "GET /bpms/systemAction!findAllFunctionList.action HTTP/1.1" 200 545
127.0.0.1 - - [04/Aug/2015:10:02:27 +0800] "GET /bpms/message HTTP/1.1" 101 -
127.0.0.1 - - [04/Aug/2015:10:02:28 +0800] "GET /bpms/jsp/loanOrder/taskClaimMain.jsp HTTP/1.1" 200 16602
127.0.0.1 - - [04/Aug/2015:10:02:29 +0800] "POST /bpms/loanOrder/loanOrderAction!findAllClaimTask.action HTTP/1.1" 200 1940
127.0.0.1 - - [04/Aug/2015:10:02:30 +0800] "POST /bpms/loanOrder/loanOrderAction!findTaskFormKeyByTaskId.action HTTP/1.1" 200 26
127.0.0.1 - - [04/Aug/2015:10:02:30 +0800] "POST /bpms/jsp/loanOrder/taskInitialAuditForm.jsp HTTP/1.1" 200 105700
127.0.0.1 - - [04/Aug/2015:10:02:30 +0800] "POST /bpms/contacts/contactsAction!findContactsByOid.action HTTP/1.1" 200 1558
127.0.0.1 - - [04/Aug/2015:10:02:30 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:31 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/loanOrderHis/loanOrderHisAction!findAllLoanOrderHis.action HTTP/1.1" 200 393
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 162
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:32 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:33 +0800] "POST /bpms/company/companyAction!findCompanyByLoanerId.action HTTP/1.1" 200 1116
127.0.0.1 - - [04/Aug/2015:10:02:34 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 137
127.0.0.1 - - [04/Aug/2015:10:02:34 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:34 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:34 +0800] "POST /bpms/auditInfoRecord/auditInfoRecordAction!findAIRByOid.action HTTP/1.1" 200 16913
127.0.0.1 - - [04/Aug/2015:10:02:38 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 108
127.0.0.1 - - [04/Aug/2015:10:02:38 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/loanOrder/loanOrderAction!findTaskFormKeyByTaskId.action HTTP/1.1" 200 26
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/jsp/loanOrder/taskInitialAuditForm.jsp HTTP/1.1" 200 105700
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/contacts/contactsAction!findContactsByOid.action HTTP/1.1" 200 794
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 244
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=attachment_type HTTP/1.1" 200 968
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=repay_method HTTP/1.1" 200 118
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=law_query_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_credit_status HTTP/1.1" 200 71
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=com_oper_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:43 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=marriage_type HTTP/1.1" 200 59
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=is_local_resident HTTP/1.1" 200 53
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=credit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=phone_check_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=visit_status HTTP/1.1" 200 117
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/common/commonAction!findTextArr.action?codeMyid=qulification_status HTTP/1.1" 200 156
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/loanOrderHis/loanOrderHisAction!findAllLoanOrderHis.action HTTP/1.1" 200 388
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 113
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 140
127.0.0.1 - - [04/Aug/2015:10:02:44 +0800] "POST /bpms/attachment/attachmentAction!findAttachmentByULA.action HTTP/1.1" 200 2
